timestamp,window_id,chosen_compressor,compression_level,transmit_or_defer,composite_score,entropy,variance,predicted_cpu_temp,predicted_cpu_load,predicted_bw_kbps,throttling_risk,w1_ratio,w2_energy,w3_latency,w4_error
1788273195.302,36,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.26,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273201.088,37,lz4,1,transmit,0.0146,1.7,0.0022,85.0,14.09,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273206.893,38,lz4,1,transmit,0.0146,1.7,115.52,85.0,14.56,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273212.965,39,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.91,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273220.127,40,lz4,1,transmit,0.0146,1.7,0.0025,85.0,12.63,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273225.885,41,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.01,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273231.748,42,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.38,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273237.558,43,lz4,1,transmit,0.0146,1.7,116.5356,85.0,14.69,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273243.317,44,lz4,1,transmit,0.0146,1.7,0.0022,85.0,14.26,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273249.16,45,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.93,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273254.923,46,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.67,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273260.633,47,lz4,1,transmit,0.0146,1.7,0.0,85.0,14.75,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273266.497,48,lz4,1,transmit,0.0146,1.7,0.0022,85.0,14.82,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273272.199,49,lz4,1,transmit,0.0146,1.7,0.0,85.0,15.15,1500.0,True,0.1538,0.4615,0.3077,0.0769
1788273279.184,50,zstd,3,transmit,0.235,1.0,0.0025,39.64,13.37,1000.0,False,0.4,0.3,0.2,0.1
1788273286.008,51,delta_zlib,6,transmit,0.285,0.9183,0.0022,39.66,14.86,1000.0,True,0.4,0.3,0.2,0.1
1788273293.436,52,delta_zlib,6,transmit,0.3783,0.0,0.0,39.67,14.97,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273301.141,53,delta_zlib,6,transmit,0.285,0.9183,119.6089,39.68,14.02,1000.0,True,0.4,0.3,0.2,0.1
1788273308.451,54,delta_zlib,6,transmit,0.285,0.9183,0.0022,39.69,14.29,1000.0,True,0.4,0.3,0.2,0.1
1788273314.948,55,none,0,transmit,0.0262,4.0,0.0,35.0,15.09,775.0,True,0.4,0.3,0.2,0.1
1788273324.186,56,delta_zlib,6,transmit,0.3783,0.0,0.0,39.94,13.52,1000.0,False,0.4783,0.2609,0.1739,0.087
1788273331.124,57,delta_zlib,6,transmit,0.3783,0.0,0.0,39.53,14.72,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273338.123,58,delta_zlib,6,transmit,0.285,0.9183,0.0022,39.92,14.63,1000.0,True,0.4,0.3,0.2,0.1
1788273345.239,59,delta_zlib,6,transmit,0.3783,0.0,0.0,39.76,14.69,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273351.578,60,none,0,transmit,0.0095,4.0,121.68,78.0,14.93,775.0,True,0.1538,0.4615,0.3077,0.0769
1788273358.627,61,delta_zlib,6,transmit,0.3783,0.0,0.0,39.81,15.07,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273366.089,62,delta_zlib,6,transmit,0.3783,0.0,0.0,39.78,15.1,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273372.163,63,none,0,transmit,0.0095,4.0,0.0,84.0,14.54,775.0,True,0.1538,0.4615,0.3077,0.0769
1788273378.158,64,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.56,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273385.295,65,lz4,1,transmit,0.0146,1.7,101.7919,84.0,12.31,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273391.396,66,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.17,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273397.483,67,lz4,1,transmit,0.0146,1.7,0.0022,84.0,14.34,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273403.394,68,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.03,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273409.273,69,lz4,1,transmit,0.0146,1.7,0.0022,84.0,15.17,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273415.006,70,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.72,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273420.888,71,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.92,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273426.894,72,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.1,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273432.75,73,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.42,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273438.597,74,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.41,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273444.585,75,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.09,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273450.492,76,lz4,1,transmit,0.0146,1.7,0.0022,84.0,14.55,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273457.35,77,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.33,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273463.267,78,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.41,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273469.072,79,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.66,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273476.16,80,lz4,1,transmit,0.0146,1.7,0.0,84.0,13.74,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273482.145,81,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.75,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273489.227,82,lz4,1,transmit,0.0146,1.7,0.0025,84.0,13.77,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273496.411,83,lz4,1,transmit,0.0146,1.7,0.0,84.0,12.55,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273502.17,84,lz4,1,transmit,0.0146,1.7,0.0,84.0,13.95,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273507.883,85,lz4,1,transmit,0.0146,1.7,0.0,84.0,13.81,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273513.532,86,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.22,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273520.865,87,lz4,1,transmit,0.0146,1.7,0.0,84.0,12.88,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273526.878,88,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.38,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273532.671,89,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.3,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273538.499,90,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.05,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273544.451,91,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.0,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273550.274,92,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.56,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273555.929,93,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.81,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273561.713,94,lz4,1,transmit,0.0146,1.7,0.0022,84.0,14.83,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273567.573,95,lz4,1,transmit,0.0146,1.7,0.0022,84.0,14.46,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273573.244,96,lz4,1,transmit,0.0146,1.7,0.0022,84.0,14.79,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273579.051,97,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.26,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273584.842,98,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.55,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273590.661,99,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.36,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273596.947,100,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.39,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273604.16,101,lz4,1,transmit,0.0146,1.7,0.0,84.0,13.55,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273610.225,102,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.33,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273616.36,103,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.22,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273622.213,104,lz4,1,transmit,0.0146,1.7,0.0,84.0,14.97,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273628.056,105,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.06,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273633.841,106,lz4,1,transmit,0.0146,1.7,114.5089,84.0,14.53,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273640.908,107,lz4,1,transmit,0.0146,1.7,0.0025,84.0,12.55,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273646.936,108,lz4,1,transmit,0.0146,1.7,0.0,84.0,20.02,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273654.183,109,lz4,1,transmit,0.0146,1.7,0.0,84.0,15.01,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273743.027,1,delta_zlib,6,transmit,0.3783,0.0,0.0,40.2,20.7,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273750.522,2,lz4,1,transmit,0.0146,1.7,0.0,84.0,16.05,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273756.481,3,lz4,1,transmit,0.0146,1.7,0.0,84.0,16.32,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273762.326,4,lz4,1,transmit,0.0146,1.7,0.0,84.0,16.18,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273767.973,5,lz4,1,transmit,0.0146,1.7,0.0022,84.0,15.64,1050.0,True,0.1538,0.4615,0.3077,0.0769
1788273774.736,6,delta_zlib,6,transmit,0.285,0.9183,0.0022,40.17,15.19,1000.0,True,0.4,0.3,0.2,0.1
1788273781.739,7,delta_zlib,6,transmit,0.3783,0.0,0.0,39.93,14.87,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273788.976,8,delta_zlib,6,transmit,0.3783,0.0,0.0,39.85,14.93,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273796.142,9,delta_zlib,6,transmit,0.3783,0.0,0.0,39.8,14.6,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273802.938,10,delta_zlib,6,transmit,0.285,0.9183,0.0022,39.76,14.93,1000.0,True,0.4,0.3,0.2,0.1
1788273810.923,11,zstd,3,transmit,0.235,1.0,0.0025,39.74,13.25,1000.0,True,0.4,0.3,0.2,0.1
1788273817.331,12,delta_zlib,6,transmit,0.3783,0.0,0.0,39.72,13.96,1000.0,True,0.4783,0.2609,0.1739,0.087
1788273824.489,13,delta_zlib,6,transmit,0.3783,0.0,0.0,39.96,14.32,1000.0,True,0.4783,0.2609,0.1739,0.087
